year,month,year_month,year_month_id,city,value
2019,Mar,2019-03-01,15,Dubai,37.48561644
2019,Apr,2019-04-01,16,Dubai,39.03939394
2019,May,2019-05-01,17,Dubai,53.60014368
2019,Jun,2019-06-01,18,Dubai,61.48111111
2019,Jul,2019-07-01,19,Dubai,58.01418919
2019,Aug,2019-08-01,20,Dubai,63.68351648
2019,Sep,2019-09-01,21,Dubai,55.68254211
2019,Oct,2019-10-01,22,Dubai,50.95492958
2019,Nov,2019-11-01,23,Dubai,19.91576355
2019,Dec,2019-12-01,24,Dubai,24.59505582
2020,Jan,2020-01-01,25,Dubai,19.77631225
2020,Feb,2020-02-01,26,Dubai,35.50765896
2020,Mar,2020-03-01,27,Dubai,33.43360768
2020,Apr,2020-04-01,28,Dubai,31.00321229
2020,May,2020-05-01,29,Dubai,41.65846774
2020,Jun,2020-06-01,30,Dubai,46.22922078
2020,Jul,2020-07-01,31,Dubai,43.29283784
2020,Aug,2020-08-01,32,Dubai,39.08896552
2020,Sep,2020-09-01,33,Dubai,37.75944444
2020,Oct,2020-10-01,34,Dubai,26.40260274
2020,Nov,2020-11-01,35,Dubai,28.77276536
2020,Dec,2020-12-01,36,Dubai,23.8905914
2018,Jan,2018-01-01,1,Vientiane,0
2018,Feb,2018-02-01,2,Vientiane,0
2018,Mar,2018-03-01,3,Vientiane,0
2018,Apr,2018-04-01,4,Vientiane,0
2018,May,2018-05-01,5,Vientiane,0
2018,Jun,2018-06-01,6,Vientiane,0
2018,Jul,2018-07-01,7,Vientiane,0
2018,Aug,2018-08-01,8,Vientiane,0
2018,Sep,2018-09-01,9,Vientiane,0
2018,Oct,2018-10-01,10,Vientiane,0
2018,Nov,2018-11-01,11,Vientiane,0
2018,Dec,2018-12-01,12,Vientiane,0
2019,Jan,2019-01-01,13,Vientiane,0
2019,Feb,2019-02-01,14,Vientiane,0
2019,Mar,2019-03-01,15,Vientiane,0
2019,Apr,2019-04-01,16,Vientiane,0
2019,May,2019-05-01,17,Vientiane,15.88767606
2019,Jun,2019-06-01,18,Vientiane,9.241823444
2019,Jul,2019-07-01,19,Vientiane,8.144476744
2019,Aug,2019-08-01,20,Vientiane,3.88480826
2019,Sep,2019-09-01,21,Vientiane,22.49713467
2019,Oct,2019-10-01,22,Vientiane,23.26248313
2019,Nov,2019-11-01,23,Vientiane,34.42967651
2019,Dec,2019-12-01,24,Vientiane,53.04435484
2020,Jan,2020-01-01,25,Vientiane,48.82139973
2020,Feb,2020-02-01,26,Vientiane,50.62376812
2020,Mar,2020-03-01,27,Vientiane,59.13561828
2020,Apr,2020-04-01,28,Vientiane,39.29958333
2020,May,2020-05-01,29,Vientiane,25.74771505
2020,Jun,2020-06-01,30,Vientiane,9.207422969
2020,Jul,2020-07-01,31,Vientiane,8.861217949
2020,Aug,2020-08-01,32,Vientiane,8.620325203
2020,Sep,2020-09-01,33,Vientiane,12.57772989
2020,Oct,2020-10-01,34,Vientiane,15.16978022
2020,Nov,2020-11-01,35,Vientiane,28.51222222
2020,Dec,2020-12-01,36,Vientiane,40.28991935
2018,Jan,2018-01-01,1,Kabul,0
2018,Feb,2018-02-01,2,Kabul,0
2018,Mar,2018-03-01,3,Kabul,0
2018,Apr,2018-04-01,4,Kabul,0
2018,May,2018-05-01,5,Kabul,0
2018,Jun,2018-06-01,6,Kabul,0
2018,Jul,2018-07-01,7,Kabul,0
2018,Aug,2018-08-01,8,Kabul,0
2018,Sep,2018-09-01,9,Kabul,0
2018,Oct,2018-10-01,10,Kabul,0
2018,Nov,2018-11-01,11,Kabul,0
2018,Dec,2018-12-01,12,Kabul,0
2019,Jan,2019-01-01,13,Kabul,0
2019,Feb,2019-02-01,14,Kabul,0
2019,Mar,2019-03-01,15,Kabul,2.475609756
2019,Apr,2019-04-01,16,Kabul,0
2019,May,2019-05-01,17,Kabul,0
2019,Jun,2019-06-01,18,Kabul,0
2019,Jul,2019-07-01,19,Kabul,0
2019,Aug,2019-08-01,20,Kabul,37.67948718
2019,Sep,2019-09-01,21,Kabul,44.84472222
2019,Oct,2019-10-01,22,Kabul,54.84647696
2019,Nov,2019-11-01,23,Kabul,72.96741573
2019,Dec,2019-12-01,24,Kabul,197.9066768
2020,Jan,2020-01-01,25,Kabul,79.58785358
2020,Feb,2020-02-01,26,Kabul,73.01436782
2020,Mar,2020-03-01,27,Kabul,44.63333333
2020,Apr,2020-04-01,28,Kabul,26.4725
2020,May,2020-05-01,29,Kabul,18.04009146
2020,Jun,2020-06-01,30,Kabul,28.03541667
2020,Jul,2020-07-01,31,Kabul,23.8561828
2020,Aug,2020-08-01,32,Kabul,33.03965054
2020,Sep,2020-09-01,33,Kabul,37.84097222
2020,Oct,2020-10-01,34,Kabul,57.08481183
2020,Nov,2020-11-01,35,Kabul,131.8214794
2020,Dec,2020-12-01,36,Kabul,160.6678994
2018,Jan,2018-01-01,1,Abudhabi,42.6858681
2018,Feb,2018-02-01,2,Abudhabi,42.19895833
2018,Mar,2018-03-01,3,Abudhabi,41.07419355
2018,Apr,2018-04-01,4,Abudhabi,47.70728291
2018,May,2018-05-01,5,Abudhabi,45.41373938
2018,Jun,2018-06-01,6,Abudhabi,58.14671329
2018,Jul,2018-07-01,7,Abudhabi,79.58319559
2018,Aug,2018-08-01,8,Abudhabi,61.08561828
2018,Sep,2018-09-01,9,Abudhabi,55.1948468
2018,Oct,2018-10-01,10,Abudhabi,42.04756757
2018,Nov,2018-11-01,11,Abudhabi,31.97355517
2018,Dec,2018-12-01,12,Abudhabi,30.93155556
2019,Jan,2019-01-01,13,Abudhabi,42.9886921
2019,Feb,2019-02-01,14,Abudhabi,33.86686747
2019,Mar,2019-03-01,15,Abudhabi,45.52717391
2019,Apr,2019-04-01,16,Abudhabi,38.103207
2019,May,2019-05-01,17,Abudhabi,57.43508065
2019,Jun,2019-06-01,18,Abudhabi,60.34619718
2019,Jul,2019-07-01,19,Abudhabi,59.17956989
2019,Aug,2019-08-01,20,Abudhabi,57.87769679
2019,Sep,2019-09-01,21,Abudhabi,52.27834037
2019,Oct,2019-10-01,22,Abudhabi,49.81742958
2019,Nov,2019-11-01,23,Abudhabi,13.48540373
2019,Dec,2019-12-01,24,Abudhabi,14.42166405
2020,Jan,2020-01-01,25,Abudhabi,13.1375848
2020,Feb,2020-02-01,26,Abudhabi,24.22083333
2020,Mar,2020-03-01,27,Abudhabi,25.36196237
2020,Apr,2020-04-01,28,Abudhabi,19.07933042
2020,May,2020-05-01,29,Abudhabi,30.62755376
2020,Jun,2020-06-01,30,Abudhabi,32.86292135
2020,Jul,2020-07-01,31,Abudhabi,36.77997312
2020,Aug,2020-08-01,32,Abudhabi,33.21384409
2020,Sep,2020-09-01,33,Abudhabi,30.45611111
2020,Oct,2020-10-01,34,Abudhabi,17.60900538
2020,Nov,2020-11-01,35,Abudhabi,22.91643059
2020,Dec,2020-12-01,36,Abudhabi,15.33227147
2018,Jan,2018-01-01,1,Dhaka,202.6143505
2018,Feb,2018-02-01,2,Dhaka,161.0300595
2018,Mar,2018-03-01,3,Dhaka,109.237741
2018,Apr,2018-04-01,4,Dhaka,70.4507365
2018,May,2018-05-01,5,Dhaka,43.38450899
2018,Jun,2018-06-01,6,Dhaka,35.42634561
2018,Jul,2018-07-01,7,Dhaka,30.19356643
2018,Aug,2018-08-01,8,Dhaka,36.21852792
2018,Sep,2018-09-01,9,Dhaka,0
2018,Oct,2018-10-01,10,Dhaka,0
2018,Nov,2018-11-01,11,Dhaka,130.820904
2018,Dec,2018-12-01,12,Dhaka,152.7986072
2019,Jan,2019-01-01,13,Dhaka,181.8051491
2019,Feb,2019-02-01,14,Dhaka,177.2744048
2019,Mar,2019-03-01,15,Dhaka,122.5907258
2019,Apr,2019-04-01,16,Dhaka,67.80417827
2019,May,2019-05-01,17,Dhaka,53.7240634
2019,Jun,2019-06-01,18,Dhaka,29.66717877
2019,Jul,2019-07-01,19,Dhaka,26.99233871
2019,Aug,2019-08-01,20,Dhaka,25.79084791
2019,Sep,2019-09-01,21,Dhaka,35.54194444
2019,Oct,2019-10-01,22,Dhaka,51.7453505
2019,Nov,2019-11-01,23,Dhaka,91.93319444
2019,Dec,2019-12-01,24,Dhaka,146.0396505
2020,Jan,2020-01-01,25,Dhaka,179.8187079
2020,Feb,2020-02-01,26,Dhaka,158.234964
2020,Mar,2020-03-01,27,Dhaka,96.7194332
2020,Apr,2020-04-01,28,Dhaka,52.23944444
2020,May,2020-05-01,29,Dhaka,45.18188406
2020,Jun,2020-06-01,30,Dhaka,33.45972222
2020,Jul,2020-07-01,31,Dhaka,24.6926491
2020,Aug,2020-08-01,32,Dhaka,26.18043478
2020,Sep,2020-09-01,33,Dhaka,34.35763889
2020,Oct,2020-10-01,34,Dhaka,57.36653226
2020,Nov,2020-11-01,35,Dhaka,96.36671429
2020,Dec,2020-12-01,36,Dhaka,178.2219086
2018,Jan,2018-01-01,1,Lahore,0
2018,Feb,2018-02-01,2,Lahore,0
2018,Mar,2018-03-01,3,Lahore,0
2018,Apr,2018-04-01,4,Lahore,0
2018,May,2018-05-01,5,Lahore,0
2018,Jun,2018-06-01,6,Lahore,0
2018,Jul,2018-07-01,7,Lahore,0
2018,Aug,2018-08-01,8,Lahore,0
2018,Sep,2018-09-01,9,Lahore,0
2018,Oct,2018-10-01,10,Lahore,0
2018,Nov,2018-11-01,11,Lahore,0
2018,Dec,2018-12-01,12,Lahore,0
2019,Jan,2019-01-01,13,Lahore,0
2019,Feb,2019-02-01,14,Lahore,0
2019,Mar,2019-03-01,15,Lahore,0
2019,Apr,2019-04-01,16,Lahore,0
2019,May,2019-05-01,17,Lahore,108.6934307
2019,Jun,2019-06-01,18,Lahore,86.97639665
2019,Jul,2019-07-01,19,Lahore,57.63857527
2019,Aug,2019-08-01,20,Lahore,55.09153226
2019,Sep,2019-09-01,21,Lahore,68.24106892
2019,Oct,2019-10-01,22,Lahore,150.7346829
2019,Nov,2019-11-01,23,Lahore,202.5342618
2019,Dec,2019-12-01,24,Lahore,250.0270161
2020,Jan,2020-01-01,25,Lahore,182.8422402
2020,Feb,2020-02-01,26,Lahore,77.3204023
2020,Mar,2020-03-01,27,Lahore,73.03672087
2020,Apr,2020-04-01,28,Lahore,40.67927171
2020,May,2020-05-01,29,Lahore,62.00121951
2020,Jun,2020-06-01,30,Lahore,63.86128134
2020,Jul,2020-07-01,31,Lahore,43.57916667
2020,Aug,2020-08-01,32,Lahore,29.37253045
2020,Sep,2020-09-01,33,Lahore,64.07847222
2020,Oct,2020-10-01,34,Lahore,149.9858871
2020,Nov,2020-11-01,35,Lahore,229.6855556
2020,Dec,2020-12-01,36,Lahore,242.2193863
